size,run,suite,method,time_s,time_ms
131072,4,compact,compact_cpu_without_scan_non_pow2,0.2205,220.5
131072,4,compact,compact_cpu_with_scan,0.3919,391.90000000000003
131072,4,compact,compact_work_efficient_pow2,0.240768,240.768
131072,4,compact,compact_work_efficient_non_pow2,0.130048,130.048
131072,5,scan,scan_cpu_pow2,0.0628,62.8
131072,5,scan,scan_cpu_non_pow2,0.0569,56.9
131072,5,scan,scan_naive_pow2,0.508416,508.416
131072,5,scan,scan_naive_non_pow2,0.386208,386.20799999999997
131072,5,scan,scan_work_efficient_pow2,0.192512,192.512
131072,5,scan,scan_work_efficient_non_pow2,0.057344,57.344
131072,5,scan,scan_thrust_pow2,0.155648,155.648
131072,5,scan,scan_thrust_non_pow2,0.047104,47.104
131072,5,compact,compact_cpu_without_scan_pow2,0.2477,247.70000000000002
131072,5,compact,compact_cpu_without_scan_non_pow2,0.2164,216.4
131072,5,compact,compact_cpu_with_scan,0.4028,402.8
131072,5,compact,compact_work_efficient_pow2,0.35344,353.44
131072,5,compact,compact_work_efficient_non_pow2,0.08704,87.04
131072,6,scan,scan_cpu_pow2,0.0652,65.19999999999999
131072,6,scan,scan_cpu_non_pow2,0.0605,60.5
131072,6,scan,scan_naive_pow2,0.52832,528.32
131072,6,scan,scan_naive_non_pow2,0.337024,337.024
131072,6,scan,scan_work_efficient_pow2,0.177568,177.568
131072,6,scan,scan_work_efficient_non_pow2,0.067584,67.584
131072,6,scan,scan_thrust_pow2,0.103424,103.424
131072,6,scan,scan_thrust_non_pow2,0.046016,46.016
131072,6,compact,compact_cpu_without_scan_pow2,0.2262,226.20000000000002
131072,6,compact,compact_cpu_without_scan_non_pow2,0.2268,226.8
131072,6,compact,compact_cpu_with_scan,0.3835,383.5
131072,6,compact,compact_work_efficient_pow2,0.249344,249.34400000000002
131072,6,compact,compact_work_efficient_non_pow2,0.28672,286.71999999999997
131072,7,scan,scan_cpu_pow2,0.066,66.0
131072,7,scan,scan_cpu_non_pow2,0.0593,59.3
131072,7,scan,scan_naive_pow2,0.452096,452.096
131072,7,scan,scan_naive_non_pow2,0.336096,336.096
131072,7,scan,scan_work_efficient_pow2,0.233248,233.24800000000002
131072,7,scan,scan_work_efficient_non_pow2,0.05744,57.44
131072,7,scan,scan_thrust_pow2,0.110592,110.592
131072,7,scan,scan_thrust_non_pow2,0.04608,46.080000000000005
131072,7,compact,compact_cpu_without_scan_pow2,0.2286,228.6
131072,7,compact,compact_cpu_without_scan_non_pow2,0.2323,232.3
131072,7,compact,compact_cpu_with_scan,0.3869,386.90000000000003
131072,7,compact,compact_work_efficient_pow2,0.223744,223.744
131072,7,compact,compact_work_efficient_non_pow2,0.083968,83.968
131072,8,scan,scan_cpu_pow2,0.0667,66.69999999999999
131072,8,scan,scan_cpu_non_pow2,0.0484,48.4
131072,8,scan,scan_naive_pow2,0.71808,718.08
131072,8,scan,scan_naive_non_pow2,0.406528,406.528
131072,8,scan,scan_work_efficient_pow2,0.228768,228.768
131072,8,scan,scan_work_efficient_non_pow2,0.059392,59.392
131072,8,scan,scan_thrust_pow2,0.105472,105.472
131072,8,scan,scan_thrust_non_pow2,0.083968,83.968
131072,8,compact,compact_cpu_without_scan_pow2,0.227,227.0
131072,8,compact,compact_cpu_without_scan_non_pow2,0.2265,226.5
131072,8,compact,compact_cpu_with_scan,0.3798,379.8
131072,8,compact,compact_work_efficient_pow2,0.210304,210.304
131072,8,compact,compact_work_efficient_non_pow2,0.088064,88.06400000000001
131072,9,scan,scan_cpu_pow2,0.0598,59.8
131072,9,scan,scan_cpu_non_pow2,0.0604,60.400000000000006
131072,9,scan,scan_naive_pow2,0.476672,476.67199999999997
131072,9,scan,scan_naive_non_pow2,0.367616,367.616
131072,9,scan,scan_work_efficient_pow2,0.17536,175.35999999999999
131072,9,scan,scan_work_efficient_non_pow2,0.05632,56.32
131072,9,scan,scan_thrust_pow2,0.10752,107.52000000000001
131072,9,scan,scan_thrust_non_pow2,0.050176,50.176
131072,9,compact,compact_cpu_without_scan_pow2,0.2286,228.6
131072,9,compact,compact_cpu_without_scan_non_pow2,0.224,224.0
131072,9,compact,compact_cpu_with_scan,0.4248,424.8
131072,9,compact,compact_work_efficient_pow2,0.263264,263.264
131072,9,compact,compact_work_efficient_non_pow2,0.104448,104.448
131072,10,scan,scan_cpu_pow2,0.061,61.0
131072,10,scan,scan_cpu_non_pow2,0.0508,50.8
131072,10,scan,scan_naive_pow2,0.626464,626.464
131072,10,scan,scan_naive_non_pow2,0.346592,346.592
131072,10,scan,scan_work_efficient_pow2,0.177152,177.15200000000002
131072,10,scan,scan_work_efficient_non_pow2,0.05632,56.32
131072,10,scan,scan_thrust_pow2,0.145408,145.40800000000002
131072,10,scan,scan_thrust_non_pow2,0.047008,47.008
131072,10,compact,compact_cpu_without_scan_pow2,0.2259,225.89999999999998
131072,10,compact,compact_cpu_without_scan_non_pow2,0.2186,218.6
131072,10,compact,compact_cpu_with_scan,0.3903,390.29999999999995
131072,10,compact,compact_work_efficient_pow2,0.2552,255.2
131072,10,compact,compact_work_efficient_non_pow2,0.109568,109.568
65536,1,scan,scan_cpu_pow2,0.0298,29.8
65536,1,scan,scan_cpu_non_pow2,0.0273,27.3
65536,1,scan,scan_naive_pow2,0.50256,502.56
65536,1,scan,scan_naive_non_pow2,0.40112,401.12
65536,1,scan,scan_work_efficient_pow2,0.199424,199.42399999999998
65536,1,scan,scan_work_efficient_non_pow2,0.053248,53.248
65536,1,scan,scan_thrust_pow2,0.109568,109.568
65536,1,scan,scan_thrust_non_pow2,0.048128,48.128
65536,1,compact,compact_cpu_without_scan_pow2,0.1155,115.5
65536,1,compact,compact_cpu_without_scan_non_pow2,0.1101,110.10000000000001
65536,1,compact,compact_cpu_with_scan,0.2443,244.29999999999998
65536,1,compact,compact_work_efficient_pow2,0.193216,193.216
65536,1,compact,compact_work_efficient_non_pow2,0.269312,269.312
65536,2,scan,scan_cpu_pow2,0.0349,34.9
65536,2,scan,scan_cpu_non_pow2,0.034,34.0
65536,2,scan,scan_naive_pow2,0.446688,446.688
65536,2,scan,scan_naive_non_pow2,0.36672,366.71999999999997
65536,2,scan,scan_work_efficient_pow2,0.176256,176.256
65536,2,scan,scan_work_efficient_non_pow2,0.055296,55.296
65536,2,scan,scan_thrust_pow2,0.128,128.0
65536,2,scan,scan_thrust_non_pow2,0.083968,83.968
65536,2,compact,compact_cpu_without_scan_pow2,0.115,115.0
65536,2,compact,compact_cpu_without_scan_non_pow2,0.1158,115.8
65536,2,compact,compact_cpu_with_scan,0.1965,196.5
65536,2,compact,compact_work_efficient_pow2,0.228288,228.28799999999998
65536,2,compact,compact_work_efficient_non_pow2,0.113664,113.664
65536,3,scan,scan_cpu_pow2,0.0291,29.1
65536,3,scan,scan_cpu_non_pow2,0.0269,26.9
65536,3,scan,scan_naive_pow2,0.444896,444.896
65536,3,scan,scan_naive_non_pow2,0.314976,314.976
65536,3,scan,scan_work_efficient_pow2,0.22944,229.44
65536,3,scan,scan_work_efficient_non_pow2,0.052224,52.224
65536,3,scan,scan_thrust_pow2,0.13824,138.24
65536,3,scan,scan_thrust_non_pow2,0.078848,78.848
65536,3,compact,compact_cpu_without_scan_pow2,0.118,118.0
65536,3,compact,compact_cpu_without_scan_non_pow2,0.1188,118.8
65536,3,compact,compact_cpu_with_scan,0.2145,214.5
65536,3,compact,compact_work_efficient_pow2,0.255872,255.87199999999999
65536,3,compact,compact_work_efficient_non_pow2,0.088064,88.06400000000001
65536,4,scan,scan_cpu_pow2,0.0413,41.300000000000004
65536,4,scan,scan_cpu_non_pow2,0.0267,26.700000000000003
65536,4,scan,scan_naive_pow2,0.467008,467.008
65536,4,scan,scan_naive_non_pow2,0.281504,281.50399999999996
65536,4,scan,scan_work_efficient_pow2,0.220832,220.832
65536,4,scan,scan_work_efficient_non_pow2,0.053248,53.248
65536,4,scan,scan_thrust_pow2,0.105472,105.472
65536,4,scan,scan_thrust_non_pow2,0.050176,50.176
65536,4,compact,compact_cpu_without_scan_pow2,0.1175,117.5
65536,4,compact,compact_cpu_without_scan_non_pow2,0.1124,112.4
65536,4,compact,compact_cpu_with_scan,0.2082,208.2
65536,4,compact,compact_work_efficient_pow2,0.17616,176.16000000000003
65536,4,compact,compact_work_efficient_non_pow2,0.099328,99.328
65536,5,scan,scan_cpu_pow2,0.0282,28.2
65536,5,scan,scan_cpu_non_pow2,0.0271,27.099999999999998
65536,5,scan,scan_naive_pow2,0.43968,439.68
65536,5,scan,scan_naive_non_pow2,0.331424,331.424
65536,5,scan,scan_work_efficient_pow2,0.195552,195.552
65536,5,scan,scan_work_efficient_non_pow2,0.055296,55.296
65536,5,scan,scan_thrust_pow2,0.125952,125.95200000000001
65536,5,scan,scan_thrust_non_pow2,0.079872,79.872
65536,5,compact,compact_cpu_without_scan_pow2,0.1166,116.6
65536,5,compact,compact_cpu_without_scan_non_pow2,0.1098,109.8
65536,5,compact,compact_cpu_with_scan,0.2073,207.3
65536,5,compact,compact_work_efficient_pow2,0.256384,256.384
65536,5,compact,compact_work_efficient_non_pow2,0.082944,82.944
65536,6,scan,scan_cpu_pow2,0.0357,35.7
65536,6,scan,scan_cpu_non_pow2,0.0344,34.4
65536,6,scan,scan_naive_pow2,0.572032,572.032
65536,6,scan,scan_naive_non_pow2,0.274688,274.688
65536,6,scan,scan_work_efficient_pow2,0.204416,204.416
65536,6,scan,scan_work_efficient_non_pow2,0.053248,53.248
65536,6,scan,scan_thrust_pow2,0.104448,104.448
65536,6,scan,scan_thrust_non_pow2,0.04608,46.080000000000005
65536,6,compact,compact_cpu_without_scan_pow2,0.115,115.0
65536,6,compact,compact_cpu_without_scan_non_pow2,0.1097,109.7
65536,6,compact,compact_cpu_with_scan,0.217,217.0
65536,6,compact,compact_work_efficient_pow2,0.174432,174.43200000000002
65536,6,compact,compact_work_efficient_non_pow2,0.114688,114.688
65536,7,scan,scan_cpu_pow2,0.0352,35.2
65536,7,scan,scan_cpu_non_pow2,0.0341,34.1
65536,7,scan,scan_naive_pow2,0.571328,571.328
65536,7,scan,scan_naive_non_pow2,0.437504,437.504
65536,7,scan,scan_work_efficient_pow2,0.22624,226.24
65536,7,scan,scan_work_efficient_non_pow2,0.08704,87.04
65536,7,scan,scan_thrust_pow2,0.108544,108.544
65536,7,scan,scan_thrust_non_pow2,0.049152,49.152
65536,7,compact,compact_cpu_without_scan_pow2,0.1155,115.5
65536,7,compact,compact_cpu_without_scan_non_pow2,0.1101,110.10000000000001
65536,7,compact,compact_cpu_with_scan,0.2106,210.60000000000002
65536,7,compact,compact_work_efficient_pow2,0.316192,316.19199999999995
65536,7,compact,compact_work_efficient_non_pow2,0.079872,79.872
65536,8,scan,scan_cpu_pow2,0.0299,29.9
65536,8,scan,scan_cpu_non_pow2,0.0288,28.8
65536,8,scan,scan_naive_pow2,0.464736,464.736
65536,8,scan,scan_naive_non_pow2,0.297248,297.248
65536,8,scan,scan_work_efficient_pow2,0.207424,207.424
65536,8,scan,scan_work_efficient_non_pow2,0.052224,52.224
65536,8,scan,scan_thrust_pow2,0.104448,104.448
65536,8,scan,scan_thrust_non_pow2,0.04608,46.080000000000005
65536,8,compact,compact_cpu_without_scan_pow2,0.113,113.0
65536,8,compact,compact_cpu_without_scan_non_pow2,0.107,107.0
65536,8,compact,compact_cpu_with_scan,0.2086,208.6
65536,8,compact,compact_work_efficient_pow2,0.22704,227.04
65536,8,compact,compact_work_efficient_non_pow2,0.121856,121.85600000000001
65536,9,scan,scan_cpu_pow2,0.0312,31.2
65536,9,scan,scan_cpu_non_pow2,0.028,28.0
65536,9,scan,scan_naive_pow2,0.467232,467.23199999999997
65536,9,scan,scan_naive_non_pow2,0.448608,448.608
65536,9,scan,scan_work_efficient_pow2,0.267168,267.168
65536,9,scan,scan_work_efficient_non_pow2,0.053312,53.312
65536,9,scan,scan_thrust_pow2,0.14848,148.48
65536,9,scan,scan_thrust_non_pow2,0.048128,48.128
65536,9,compact,compact_cpu_without_scan_pow2,0.115,115.0
65536,9,compact,compact_cpu_without_scan_non_pow2,0.1095,109.5
65536,9,compact,compact_cpu_with_scan,0.1975,197.5
65536,9,compact,compact_work_efficient_pow2,0.218912,218.912
65536,9,compact,compact_work_efficient_non_pow2,0.079872,79.872
65536,10,scan,scan_cpu_pow2,0.0291,29.1
65536,10,scan,scan_cpu_non_pow2,0.0279,27.900000000000002
65536,10,scan,scan_naive_pow2,1.16371,1163.71
65536,10,scan,scan_naive_non_pow2,0.336096,336.096
65536,10,scan,scan_work_efficient_pow2,0.218432,218.432
65536,10,scan,scan_work_efficient_non_pow2,0.052224,52.224
65536,10,scan,scan_thrust_pow2,0.126976,126.976
65536,10,scan,scan_thrust_non_pow2,0.048128,48.128
65536,10,compact,compact_cpu_without_scan_pow2,0.1459,145.9
65536,10,compact,compact_cpu_without_scan_non_pow2,0.1438,143.8
65536,10,compact,compact_cpu_with_scan,0.2517,251.7
65536,10,compact,compact_work_efficient_pow2,0.889952,889.952
65536,10,compact,compact_work_efficient_non_pow2,0.079872,79.872
32768,1,scan,scan_cpu_pow2,0.017,17.0
32768,1,scan,scan_cpu_non_pow2,0.016,16.0
32768,1,scan,scan_naive_pow2,0.399936,399.93600000000004
32768,1,scan,scan_naive_non_pow2,0.355616,355.616
32768,1,scan,scan_work_efficient_pow2,0.179584,179.584
32768,1,scan,scan_work_efficient_non_pow2,0.08704,87.04
32768,1,scan,scan_thrust_pow2,0.10752,107.52000000000001
32768,1,scan,scan_thrust_non_pow2,0.044032,44.032000000000004
32768,1,compact,compact_cpu_without_scan_pow2,0.0643,64.3
32768,1,compact,compact_cpu_without_scan_non_pow2,0.0539,53.900000000000006
32768,1,compact,compact_cpu_with_scan,0.1181,118.1
32768,1,compact,compact_work_efficient_pow2,0.21072,210.72
32768,1,compact,compact_work_efficient_non_pow2,0.079872,79.872
32768,2,scan,scan_cpu_pow2,0.0151,15.100000000000001
32768,2,scan,scan_cpu_non_pow2,0.0139,13.899999999999999
32768,2,scan,scan_naive_pow2,0.393152,393.152
32768,2,scan,scan_naive_non_pow2,0.447936,447.936
32768,2,scan,scan_work_efficient_pow2,0.176512,176.512
32768,2,scan,scan_work_efficient_non_pow2,0.0512,51.2
32768,2,scan,scan_thrust_pow2,0.141312,141.31199999999998
32768,2,scan,scan_thrust_non_pow2,0.029696,29.696
32768,2,compact,compact_cpu_without_scan_pow2,0.0583,58.3
32768,2,compact,compact_cpu_without_scan_non_pow2,0.0581,58.1
32768,2,compact,compact_cpu_with_scan,0.1111,111.10000000000001
32768,2,compact,compact_work_efficient_pow2,0.227392,227.39200000000002
32768,2,compact,compact_work_efficient_non_pow2,0.077824,77.824
32768,3,scan,scan_cpu_pow2,0.0139,13.899999999999999
32768,3,scan,scan_cpu_non_pow2,0.0132,13.2
32768,3,scan,scan_naive_pow2,0.518368,518.368
32768,3,scan,scan_naive_non_pow2,0.3568,356.8
32768,3,scan,scan_work_efficient_pow2,0.203072,203.072
32768,3,scan,scan_work_efficient_non_pow2,0.082944,82.944
32768,3,scan,scan_thrust_pow2,0.123872,123.872
32768,3,scan,scan_thrust_non_pow2,0.04608,46.080000000000005
32768,3,compact,compact_cpu_without_scan_pow2,0.066,66.0
32768,3,compact,compact_cpu_without_scan_non_pow2,0.0546,54.6
32768,3,compact,compact_cpu_with_scan,0.1048,104.80000000000001
32768,3,compact,compact_work_efficient_pow2,0.208608,208.60799999999998
32768,3,compact,compact_work_efficient_non_pow2,0.078848,78.848
32768,4,scan,scan_cpu_pow2,0.0167,16.7
32768,4,scan,scan_cpu_non_pow2,0.016,16.0
32768,4,scan,scan_naive_pow2,0.4968,496.8
32768,4,scan,scan_naive_non_pow2,0.338592,338.592
32768,4,scan,scan_work_efficient_pow2,0.21152,211.52
32768,4,scan,scan_work_efficient_non_pow2,0.084992,84.992
32768,4,scan,scan_thrust_pow2,0.144384,144.38400000000001
32768,4,scan,scan_thrust_non_pow2,0.03072,30.720000000000002
32768,4,compact,compact_cpu_without_scan_pow2,0.0595,59.5
32768,4,compact,compact_cpu_without_scan_non_pow2,0.0586,58.6
32768,4,compact,compact_cpu_with_scan,0.1106,110.60000000000001
32768,4,compact,compact_work_efficient_pow2,0.257408,257.408
32768,4,compact,compact_work_efficient_non_pow2,0.110592,110.592
32768,5,scan,scan_cpu_pow2,0.0206,20.6
32768,5,scan,scan_cpu_non_pow2,0.0129,12.9
32768,5,scan,scan_naive_pow2,0.474816,474.81600000000003
32768,5,scan,scan_naive_non_pow2,0.27232,272.32
32768,5,scan,scan_work_efficient_pow2,0.203456,203.456
32768,5,scan,scan_work_efficient_non_pow2,0.0512,51.2
32768,5,scan,scan_thrust_pow2,0.124928,124.928
32768,5,scan,scan_thrust_non_pow2,0.0768,76.8
32768,5,compact,compact_cpu_without_scan_pow2,0.0585,58.5
32768,5,compact,compact_cpu_without_scan_non_pow2,0.0582,58.2
32768,5,compact,compact_cpu_with_scan,0.1071,107.1
32768,5,compact,compact_work_efficient_pow2,0.255168,255.168
32768,5,compact,compact_work_efficient_non_pow2,0.146432,146.43200000000002
32768,6,scan,scan_cpu_pow2,0.0141,14.1
32768,6,scan,scan_cpu_non_pow2,0.0131,13.100000000000001
32768,6,scan,scan_naive_pow2,0.488864,488.86400000000003
32768,6,scan,scan_naive_non_pow2,0.31312,313.12
32768,6,scan,scan_work_efficient_pow2,0.17968,179.68
32768,6,scan,scan_work_efficient_non_pow2,0.052256,52.256
32768,6,scan,scan_thrust_pow2,0.105472,105.472
32768,6,scan,scan_thrust_non_pow2,0.044032,44.032000000000004
32768,6,compact,compact_cpu_without_scan_pow2,0.0581,58.1
32768,6,compact,compact_cpu_without_scan_non_pow2,0.0544,54.4
32768,6,compact,compact_cpu_with_scan,0.1183,118.3
32768,6,compact,compact_work_efficient_pow2,0.18912,189.12
32768,6,compact,compact_work_efficient_non_pow2,0.108544,108.544
32768,7,scan,scan_cpu_pow2,0.0173,17.3
32768,7,scan,scan_cpu_non_pow2,0.0166,16.6
32768,7,scan,scan_naive_pow2,0.491584,491.584
32768,7,scan,scan_naive_non_pow2,0.354208,354.208
32768,7,scan,scan_work_efficient_pow2,0.213728,213.728
32768,7,scan,scan_work_efficient_non_pow2,0.06144,61.440000000000005
32768,7,scan,scan_thrust_pow2,0.110592,110.592
32768,7,scan,scan_thrust_non_pow2,0.059392,59.392
32768,7,compact,compact_cpu_without_scan_pow2,0.0707,70.7
32768,7,compact,compact_cpu_without_scan_non_pow2,0.0709,70.9
32768,7,compact,compact_cpu_with_scan,0.1106,110.60000000000001
32768,7,compact,compact_work_efficient_pow2,0.221376,221.37599999999998
32768,7,compact,compact_work_efficient_non_pow2,0.101376,101.37599999999999
32768,8,scan,scan_cpu_pow2,0.0144,14.4
32768,8,scan,scan_cpu_non_pow2,0.0131,13.100000000000001
32768,8,scan,scan_naive_pow2,0.482304,482.30400000000003
32768,8,scan,scan_naive_non_pow2,0.740416,740.4159999999999
32768,8,scan,scan_work_efficient_pow2,0.220768,220.768
32768,8,scan,scan_work_efficient_non_pow2,0.053248,53.248
32768,8,scan,scan_thrust_pow2,0.118784,118.784
32768,8,scan,scan_thrust_non_pow2,0.050112,50.111999999999995
32768,8,compact,compact_cpu_without_scan_pow2,0.0594,59.4
32768,8,compact,compact_cpu_without_scan_non_pow2,0.0588,58.8
32768,8,compact,compact_cpu_with_scan,0.1067,106.7
32768,8,compact,compact_work_efficient_pow2,0.209408,209.40800000000002
32768,8,compact,compact_work_efficient_non_pow2,0.078848,78.848
32768,9,scan,scan_cpu_pow2,0.0136,13.6
32768,9,scan,scan_cpu_non_pow2,0.0119,11.9
32768,9,scan,scan_naive_pow2,0.38848,388.48
32768,9,scan,scan_naive_non_pow2,0.322016,322.016
32768,9,scan,scan_work_efficient_pow2,0.191776,191.776
32768,9,scan,scan_work_efficient_non_pow2,0.078848,78.848
32768,9,scan,scan_thrust_pow2,0.146432,146.43200000000002
32768,9,scan,scan_thrust_non_pow2,0.044032,44.032000000000004
32768,9,compact,compact_cpu_without_scan_pow2,0.0654,65.4
32768,9,compact,compact_cpu_without_scan_non_pow2,0.055,55.0
32768,9,compact,compact_cpu_with_scan,0.1108,110.8
32768,9,compact,compact_work_efficient_pow2,0.208832,208.832
32768,9,compact,compact_work_efficient_non_pow2,0.180224,180.224
32768,10,scan,scan_cpu_pow2,0.0167,16.7
32768,10,scan,scan_cpu_non_pow2,0.0159,15.9
32768,10,scan,scan_naive_pow2,0.396736,396.736
32768,10,scan,scan_naive_non_pow2,0.366464,366.464
32768,10,scan,scan_work_efficient_pow2,0.218144,218.144
32768,10,scan,scan_work_efficient_non_pow2,0.063488,63.488
32768,10,scan,scan_thrust_pow2,0.146432,146.43200000000002
32768,10,scan,scan_thrust_non_pow2,0.04096,40.96
32768,10,compact,compact_cpu_without_scan_pow2,0.0724,72.4
32768,10,compact,compact_cpu_without_scan_non_pow2,0.067,67.0
32768,10,compact,compact_cpu_with_scan,0.1376,137.6
32768,10,compact,compact_work_efficient_pow2,0.260352,260.352
32768,10,compact,compact_work_efficient_non_pow2,0.074752,74.752
16384,1,scan,scan_cpu_pow2,0.0082,8.200000000000001
16384,1,scan,scan_cpu_non_pow2,0.0076,7.6
16384,1,scan,scan_naive_pow2,0.385024,385.024
16384,1,scan,scan_naive_non_pow2,0.301056,301.056
16384,1,scan,scan_work_efficient_pow2,0.171008,171.00799999999998
16384,1,scan,scan_work_efficient_non_pow2,0.072736,72.73599999999999
16384,1,scan,scan_thrust_pow2,0.108544,108.544
16384,1,scan,scan_thrust_non_pow2,0.05632,56.32
16384,1,compact,compact_cpu_without_scan_pow2,0.0299,29.9
16384,1,compact,compact_cpu_without_scan_non_pow2,0.0262,26.200000000000003
16384,1,compact,compact_cpu_with_scan,0.0611,61.1
16384,1,compact,compact_work_efficient_pow2,0.182272,182.272
16384,1,compact,compact_work_efficient_non_pow2,0.142336,142.33599999999998
16384,2,scan,scan_cpu_pow2,0.0073,7.3
16384,2,scan,scan_cpu_non_pow2,0.0069,6.8999999999999995
16384,2,scan,scan_naive_pow2,0.425984,425.984
16384,2,scan,scan_naive_non_pow2,0.314368,314.368
16384,2,scan,scan_work_efficient_pow2,0.187392,187.392
16384,2,scan,scan_work_efficient_non_pow2,0.052256,52.256
16384,2,scan,scan_thrust_pow2,0.10752,107.52000000000001
16384,2,scan,scan_thrust_non_pow2,0.050176,50.176
16384,2,compact,compact_cpu_without_scan_pow2,0.0377,37.699999999999996
16384,2,compact,compact_cpu_without_scan_non_pow2,0.0319,31.9
16384,2,compact,compact_cpu_with_scan,0.0798,79.8
16384,2,compact,compact_work_efficient_pow2,0.173056,173.05599999999998
16384,2,compact,compact_work_efficient_non_pow2,0.091136,91.136
16384,3,scan,scan_cpu_pow2,0.0071,7.1000000000000005
16384,3,scan,scan_cpu_non_pow2,0.007,7.0
16384,3,scan,scan_naive_pow2,0.976896,976.896
16384,3,scan,scan_naive_non_pow2,0.270336,270.336
16384,3,scan,scan_work_efficient_pow2,0.748544,748.544
16384,3,scan,scan_work_efficient_non_pow2,0.095232,95.232
16384,3,scan,scan_thrust_pow2,0.10752,107.52000000000001
16384,3,scan,scan_thrust_non_pow2,0.047104,47.104
16384,3,compact,compact_cpu_without_scan_pow2,0.0301,30.099999999999998
16384,3,compact,compact_cpu_without_scan_non_pow2,0.0295,29.5
16384,3,compact,compact_cpu_with_scan,0.0595,59.5
16384,3,compact,compact_work_efficient_pow2,0.168,168.0
16384,3,compact,compact_work_efficient_non_pow2,0.144384,144.38400000000001
16384,4,scan,scan_cpu_pow2,0.0081,8.1
16384,4,scan,scan_cpu_non_pow2,0.0076,7.6
16384,4,scan,scan_naive_pow2,0.369664,369.664
16384,4,scan,scan_naive_non_pow2,0.251904,251.90400000000002
16384,4,scan,scan_work_efficient_pow2,0.158752,158.752
16384,4,scan,scan_work_efficient_non_pow2,0.0512,51.2
16384,4,scan,scan_thrust_pow2,0.098304,98.304
16384,4,scan,scan_thrust_non_pow2,0.0512,51.2
16384,4,compact,compact_cpu_without_scan_pow2,0.0377,37.699999999999996
16384,4,compact,compact_cpu_without_scan_non_pow2,0.0349,34.9
16384,4,compact,compact_cpu_with_scan,0.0776,77.60000000000001
16384,4,compact,compact_work_efficient_pow2,0.165888,165.888
16384,4,compact,compact_work_efficient_non_pow2,0.113664,113.664
16384,5,scan,scan_cpu_pow2,0.0079,7.9
16384,5,scan,scan_cpu_non_pow2,0.0061,6.1000000000000005
16384,5,scan,scan_naive_pow2,1.00147,1001.47
16384,5,scan,scan_naive_non_pow2,0.297984,297.98400000000004
16384,5,scan,scan_work_efficient_pow2,0.151552,151.552
16384,5,scan,scan_work_efficient_non_pow2,0.086016,86.01599999999999
16384,5,scan,scan_thrust_pow2,0.108544,108.544
16384,5,scan,scan_thrust_non_pow2,0.082944,82.944
16384,5,compact,compact_cpu_without_scan_pow2,0.0302,30.200000000000003
16384,5,compact,compact_cpu_without_scan_non_pow2,0.0263,26.3
16384,5,compact,compact_cpu_with_scan,0.1034,103.4
16384,5,compact,compact_work_efficient_pow2,0.141312,141.31199999999998
16384,5,compact,compact_work_efficient_non_pow2,0.136192,136.192
16384,6,scan,scan_cpu_pow2,0.0083,8.3
16384,6,scan,scan_cpu_non_pow2,0.0074,7.4
16384,6,scan,scan_naive_pow2,0.386048,386.048
16384,6,scan,scan_naive_non_pow2,0.280576,280.57599999999996
16384,6,scan,scan_work_efficient_pow2,0.124928,124.928
16384,6,scan,scan_work_efficient_non_pow2,0.0512,51.2
16384,6,scan,scan_thrust_pow2,0.13312,133.11999999999998
16384,6,scan,scan_thrust_non_pow2,0.050176,50.176
16384,6,compact,compact_cpu_without_scan_pow2,0.0418,41.8
16384,6,compact,compact_cpu_without_scan_non_pow2,0.0351,35.1
16384,6,compact,compact_cpu_with_scan,0.0744,74.39999999999999
16384,6,compact,compact_work_efficient_pow2,0.164864,164.864
16384,6,compact,compact_work_efficient_non_pow2,0.125952,125.95200000000001
16384,7,scan,scan_cpu_pow2,0.0079,7.9
16384,7,scan,scan_cpu_non_pow2,0.0076,7.6
16384,7,scan,scan_naive_pow2,0.413696,413.696
16384,7,scan,scan_naive_non_pow2,0.251008,251.008
16384,7,scan,scan_work_efficient_pow2,0.178176,178.176
16384,7,scan,scan_work_efficient_non_pow2,0.0512,51.2
16384,7,scan,scan_thrust_pow2,0.150528,150.528
16384,7,scan,scan_thrust_non_pow2,0.108544,108.544
16384,7,compact,compact_cpu_without_scan_pow2,0.0309,30.900000000000002
16384,7,compact,compact_cpu_without_scan_non_pow2,0.0277,27.7
16384,7,compact,compact_cpu_with_scan,0.0567,56.7
16384,7,compact,compact_work_efficient_pow2,0.171008,171.00799999999998
16384,7,compact,compact_work_efficient_non_pow2,0.096256,96.256
16384,8,scan,scan_cpu_pow2,0.0066,6.6
16384,8,scan,scan_cpu_non_pow2,0.0061,6.1000000000000005
16384,8,scan,scan_naive_pow2,0.473088,473.088
16384,8,scan,scan_naive_non_pow2,0.351232,351.23199999999997
16384,8,scan,scan_work_efficient_pow2,0.131072,131.072
16384,8,scan,scan_work_efficient_non_pow2,0.075776,75.776
16384,8,scan,scan_thrust_pow2,0.130048,130.048
16384,8,scan,scan_thrust_non_pow2,0.047104,47.104
16384,8,compact,compact_cpu_without_scan_pow2,0.0388,38.800000000000004
16384,8,compact,compact_cpu_without_scan_non_pow2,0.0354,35.4
16384,8,compact,compact_cpu_with_scan,0.0739,73.89999999999999
16384,8,compact,compact_work_efficient_pow2,0.149504,149.504
16384,8,compact,compact_work_efficient_non_pow2,0.075776,75.776
16384,9,scan,scan_cpu_pow2,0.008,8.0
16384,9,scan,scan_cpu_non_pow2,0.0114,11.4
16384,9,scan,scan_naive_pow2,0.366592,366.592
